area_id,population,location_urban,location_rural,hh_size1,hh_size2,hh_size3,hh_size4,m_0_to_30,f_0_to_30,m_30_to_60,f_30_to_60,m_gt_60,f_gt_60,edu_non,edu_low,edu_middle,edu_high
d2080,275,275,0,82,167,9,73,71,56,170,170,21,28,39,123,307,47
d2081,241,241,0,85,131,9,72,51,68,136,141,24,26,23,98,271,54
d2082,274,274,0,97,154,6,73,73,60,145,171,20,27,24,101,327,44
d2083,266,266,0,94,150,9,57,86,66,151,135,18,22,37,103,297,41
d2084,293,0,293,93,192,1,30,5,12,189,169,65,70,27,194,260,29
d2085,282,0,282,74,207,0,4,12,19,161,165,72,63,39,201,224,28
d2086,286,286,0,110,152,10,62,59,69,182,161,16,19,33,107,311,55
d2087,260,0,260,54,193,3,42,7,18,159,158,70,79,44,282,152,13
d2088,305,305,0,135,161,4,23,29,34,162,171,44,52,66,191,211,24
d2089,273,273,0,88,158,11,70,66,54,179,161,28,19,36,133,292,46
d2090,293,0,293,78,210,2,13,10,14,173,184,71,65,29,189,274,25
d2091,291,291,0,125,138,9,86,82,86,164,142,21,19,26,86,325,77
d2092,278,278,0,114,136,11,75,67,71,149,148,34,25,47,110,289,48
d2093,273,273,0,91,164,4,60,61,75,155,156,21,23,32,109,297,53
d2094,273,0,273,66,198,6,12,5,12,167,158,72,78,54,267,162,9
d2095,273,0,273,96,163,9,20,9,11,131,126,99,93,57,258,153,1
d2096,271,0,271,70,188,6,29,10,14,164,152,83,70,54,256,174,9
d2097,305,0,305,95,205,3,8,10,11,173,192,59,77,34,203,257,28
d2098,240,240,0,57,112,31,177,135,128,107,116,28,37,11,73,393,74
d2099,272,272,0,98,140,13,92,81,84,151,145,21,27,36,89,310,74
d2100,274,0,274,94,167,6,31,7,5,119,123,122,101,56,267,152,2
d2101,280,280,0,111,128,11,130,83,116,143,144,28,16,26,89,338,77
d2102,292,292,0,127,160,0,21,28,28,148,169,42,53,79,193,179,17
d2103,219,219,0,50,101,25,191,135,123,100,105,23,32,11,59,378,70
d2104,274,0,274,71,195,1,32,9,8,164,151,98,66,65,269,155,7
d2105,276,0,276,63,198,6,41,8,11,164,180,69,86,53,294,157,14
d2106,264,0,264,56,192,6,43,14,14,147,153,91,82,52,254,186,9
d2107,271,271,0,98,157,7,39,69,65,135,152,25,26,37,106,288,41
d2108,287,0,287,68,208,5,29,20,7,170,171,87,73,59,289,169,11
d2109,311,0,311,96,202,7,25,13,8,147,143,129,106,68,322,154,2
d2110,325,0,325,136,181,2,25,11,9,118,123,128,140,45,190,261,33
d2111,292,0,292,120,167,2,15,11,9,108,107,116,124,43,170,237,25
d2112,276,0,276,70,202,4,0,10,8,149,176,78,65,38,211,207,30
d2113,307,0,307,122,180,1,19,4,9,110,116,145,120,39,184,242,39
d2114,272,272,0,98,148,10,71,62,75,149,169,21,19,33,116,305,41
d2115,271,0,271,62,200,3,26,12,12,160,162,81,70,58,266,163,10
d2116,314,0,314,121,189,2,10,13,3,105,118,140,136,41,193,253,28
d2117,297,297,0,127,142,11,76,80,100,139,157,26,18,32,87,319,82
d2118,287,287,0,115,131,15,117,97,97,149,157,19,20,46,87,330,76
d2119,209,209,0,43,97,33,161,112,131,102,93,27,32,6,67,343,81
d2120,294,294,0,103,171,10,41,62,72,153,182,20,27,30,112,319,55
d2121,257,257,0,99,120,22,74,95,84,132,117,18,33,26,77,298,78
d2122,277,0,277,69,198,3,31,12,10,153,157,88,85,55,284,155,11
d2123,273,273,0,93,148,14,79,68,68,155,162,36,21,29,112,310,59
d2124,279,0,279,84,185,3,33,12,11,161,183,65,64,33,200,245,18
d2125,321,321,0,147,163,3,36,27,35,175,168,62,51,65,209,228,16
d2126,193,193,0,36,87,25,198,102,122,94,110,26,29,12,56,348,67
d2127,328,0,328,135,185,3,21,9,15,139,144,114,114,64,291,178,2
d2128,290,0,290,85,202,1,9,15,13,160,170,63,80,36,198,244,23
d2129,269,269,0,99,141,9,90,73,73,146,142,30,34,34,126,291,47
d2130,262,262,0,91,138,12,95,78,95,159,134,16,16,30,72,332,64
d2131,259,259,0,96,125,15,102,84,87,128,163,16,15,34,81,302,76
d2132,267,267,0,87,157,8,70,63,55,167,163,17,30,35,130,282,48
d2133,300,0,300,104,181,6,37,10,10,145,136,116,104,71,279,169,2
d2134,293,0,293,86,206,0,4,12,12,171,185,53,69,33,202,238,29
d2135,279,0,279,62,210,3,20,12,10,168,166,87,68,64,269,166,12
d2136,262,262,0,91,149,8,63,53,63,152,160,19,29,46,110,268,52
d2137,314,314,0,133,174,5,8,29,33,149,189,42,62,89,189,214,12
d2138,197,197,0,44,79,32,192,120,112,83,113,31,31,11,45,370,64
d2139,268,0,268,75,180,5,35,9,12,135,175,79,75,53,264,159,9
d2140,281,0,281,85,195,0,4,14,9,157,170,70,59,43,171,237,28
d2141,296,296,0,122,142,14,77,81,95,146,166,21,16,29,87,322,87
d2142,288,288,0,116,147,12,56,89,63,153,154,16,27,36,127,279,60
d2143,308,308,0,128,170,6,16,41,28,163,151,64,55,62,207,216,17
d2144,325,325,0,143,174,2,26,22,38,169,181,52,61,62,219,226,16
d2145,278,278,0,92,165,9,54,76,73,154,149,29,22,29,114,302,58
d2146,308,0,308,117,176,7,34,8,4,134,123,122,133,52,294,177,1
d2147,269,269,0,93,156,7,60,69,57,165,148,20,27,36,103,301,46
d2148,267,0,267,58,201,5,13,12,8,157,153,76,82,52,258,167,11
d2149,270,0,270,67,184,8,47,14,9,157,150,89,87,59,252,183,12
d2150,267,0,267,70,185,3,38,11,14,159,169,67,67,71,269,133,14
d2151,264,0,264,71,188,2,13,13,9,169,157,54,64,31,180,232,23
d2152,328,0,328,149,173,3,13,7,13,114,116,128,139,43,189,258,27
d2153,261,0,261,56,190,6,43,15,12,156,156,76,82,59,264,155,19
d2154,295,0,295,67,218,6,20,15,8,183,169,91,75,65,276,177,23
d2155,289,0,289,68,210,3,33,14,13,176,186,68,73,65,275,173,17
d2156,278,0,278,100,156,8,60,6,8,126,134,111,111,61,285,148,2
d2157,281,281,0,93,161,12,67,71,71,156,166,28,26,33,108,329,48
d2158,279,279,0,115,159,2,13,23,33,152,139,52,53,62,192,186,12
d2159,283,0,283,79,193,5,28,12,13,138,141,103,101,66,289,153,0
d2160,273,0,273,68,194,4,31,12,12,158,180,69,68,48,274,167,10
d2161,268,0,268,89,166,4,40,4,7,127,141,89,105,59,271,142,1
d2162,271,0,271,78,184,2,31,11,11,168,160,74,59,37,173,249,24
d2163,311,311,0,133,174,0,19,29,36,167,160,53,55,75,194,218,13
d2164,301,0,301,125,168,2,25,10,12,123,118,99,130,50,192,222,28
d2165,305,0,305,134,169,2,0,9,7,112,105,128,117,51,157,243,27
d2166,328,328,0,151,173,2,8,32,32,187,174,40,46,68,182,239,22
d2167,337,337,0,160,176,0,4,33,32,167,167,56,61,82,194,222,18
d2168,292,0,292,92,193,2,22,8,11,156,121,100,110,70,272,163,1
d2169,290,0,290,73,208,4,20,12,15,188,151,71,84,63,291,153,14
d2170,268,268,0,123,112,19,64,83,87,133,129,22,14,35,79,287,67
d2171,260,0,260,66,182,5,32,9,7,161,160,74,66,68,239,162,8
d2172,275,275,0,97,147,9,99,92,65,163,160,18,19,33,106,311,67
d2173,265,265,0,97,145,8,64,70,69,151,141,17,27,39,102,288,46
d2174,303,303,0,121,175,2,24,34,30,156,166,55,60,65,186,226,24
d2175,303,303,0,144,149,5,21,35,33,139,159,54,58,67,170,227,14
d2176,265,265,0,99,135,14,77,93,103,109,139,22,22,25,80,324,59
d2177,290,290,0,111,167,3,42,56,79,163,146,24,28,36,117,291,52
d2178,298,298,0,134,158,1,22,34,31,152,159,42,57,73,173,211,18
d2179,267,0,267,66,197,1,15,8,11,169,166,70,54,56,262,150,10
d2180,267,0,267,58,192,10,33,13,11,157,172,73,79,66,261,162,16
d2181,269,269,0,97,153,6,60,66,71,170,132,20,22,29,100,293,59
d2182,290,0,290,112,165,3,44,4,5,142,124,102,118,80,252,163,0
d2183,275,0,275,65,206,2,8,13,9,162,164,70,73,49,268,163,11
d2184,285,285,0,120,135,17,59,74,96,157,146,15,12,41,75,299,85
d2185,279,279,0,100,146,18,65,92,91,135,145,27,21,22,79,326,84
d2186,267,267,0,93,145,13,72,81,65,154,157,19,18,32,109,301,52
d2187,260,260,0,95,128,17,90,87,82,128,142,33,20,19,76,319,78
d2188,251,0,251,59,182,4,27,14,11,148,148,84,57,60,240,151,11
d2189,282,282,0,92,174,4,53,84,48,152,160,32,29,38,127,288,52
d2190,268,268,0,91,156,11,44,60,69,159,152,19,21,37,110,287,46
d2191,261,261,0,103,139,11,34,68,56,134,140,26,24,26,105,277,40
d2192,259,0,259,61,190,5,13,9,12,166,149,72,61,51,255,152,11
d2193,290,290,0,104,165,9,53,72,67,169,158,27,21,29,130,288,67
d2194,288,0,288,85,193,5,21,14,13,186,176,67,51,36,183,265,23
d2195,281,281,0,100,154,8,86,60,77,155,168,31,27,38,131,300,49
d2196,272,272,0,109,149,6,36,51,66,142,151,29,22,32,101,279,49
d2197,274,274,0,115,122,13,104,99,90,140,144,12,17,31,85,311,75
d2198,279,0,279,63,208,4,19,13,10,188,155,73,71,80,251,166,13
d2199,279,279,0,92,164,6,78,69,78,149,173,23,24,42,114,309,51
d2200,322,322,0,154,160,4,19,36,24,184,153,49,59,71,183,234,17
d2201,314,314,0,98,197,8,49,70,59,182,200,31,23,45,123,346,51
d2202,266,266,0,108,127,13,81,75,91,149,139,14,14,24,88,297,73
d2203,304,304,0,137,160,4,14,38,22,156,149,60,58,56,205,203,19
d2204,302,0,302,116,183,1,10,9,9,127,106,126,118,33,175,249,38
d2205,285,0,285,109,165,4,32,10,7,131,124,100,111,55,294,129,5
d2206,286,286,0,97,168,14,35,75,65,150,171,21,28,32,120,314,44
d2207,281,281,0,106,146,17,55,83,66,156,142,26,31,33,117,296,58
d2208,274,274,0,124,108,14,125,92,76,148,151,22,18,21,81,319,86
d2209,302,0,302,114,176,6,28,11,13,134,131,107,116,54,311,147,0
d2210,314,0,314,82,230,1,4,13,9,180,179,79,89,36,263,231,19
d2211,281,0,281,72,205,2,10,14,11,162,185,57,69,33,201,235,29
d2212,308,308,0,130,170,3,22,22,25,170,171,57,56,68,202,219,12
d2213,257,257,0,106,124,12,65,77,83,128,133,20,14,24,73,288,70
d2214,288,0,288,69,210,7,9,9,8,182,163,82,75,57,291,160,11
d2215,313,0,313,141,170,2,0,8,3,110,113,125,128,46,167,249,25
d2216,299,0,299,112,182,2,13,13,2,101,125,114,140,55,163,241,36
d2217,323,323,0,157,162,2,8,31,20,184,149,65,46,60,223,196,16
d2218,281,0,281,99,165,7,43,9,8,140,115,105,116,66,263,160,4
d2219,280,280,0,100,158,10,50,64,64,163,155,25,25,30,120,294,52
d2220,287,287,0,119,129,17,103,107,78,139,164,23,20,35,104,316,76
d2221,262,262,0,101,133,11,80,81,81,126,158,13,21,31,93,283,73
d2222,256,256,0,78,159,7,53,67,53,166,143,22,19,27,132,270,41
d2223,282,282,0,98,163,6,71,56,70,169,158,36,24,32,111,314,56
d2224,289,0,289,93,192,1,14,17,7,171,161,79,59,39,176,260,19
d2225,300,0,300,81,214,3,9,11,11,174,195,66,70,45,196,265,21
d2226,275,0,275,83,182,4,29,9,11,163,169,54,82,67,260,143,18
d2227,275,275,0,88,165,13,39,71,69,169,142,23,22,41,109,294,52
d2228,260,0,260,64,185,4,32,9,11,154,156,77,71,66,254,150,8
d2229,281,281,0,94,166,4,80,74,62,181,159,22,20,40,117,308,53
d2230,298,0,298,81,207,4,24,9,11,172,175,83,81,57,289,177,8
d2231,294,0,294,69,214,7,19,11,10,188,173,61,94,61,294,164,18
d2232,257,257,0,96,145,5,50,52,49,147,158,19,26,37,105,265,44
d2233,257,0,257,54,201,0,10,8,11,151,153,64,79,56,238,161,11
d2234,290,290,0,108,170,5,30,59,55,166,157,33,23,45,127,277,44
d2235,267,0,267,72,185,6,17,9,10,164,142,86,66,49,275,138,15
d2236,259,0,259,70,180,2,30,11,11,144,156,71,73,54,262,139,11
d2237,263,0,263,70,185,4,18,12,4,160,152,77,65,47,262,144,17
d2238,205,205,0,40,106,18,193,126,113,95,111,31,23,10,53,356,80
d2239,280,280,0,96,157,12,64,69,61,174,161,26,19,31,114,310,55
d2240,212,212,0,42,92,34,205,128,129,108,95,42,31,9,60,390,74
d2241,296,0,296,89,200,3,16,16,7,208,184,44,55,34,213,246,21
d2242,265,0,265,67,190,1,33,24,14,162,144,70,69,43,272,161,7
d2243,320,320,0,151,160,5,19,32,29,180,161,59,44,60,212,207,26
d2244,279,0,279,81,189,2,30,6,8,136,136,96,113,55,293,146,1
d2245,305,305,0,123,157,12,57,78,68,162,167,30,25,36,136,312,46
d2246,194,194,0,47,80,29,177,106,112,89,113,27,24,9,38,336,88
d2247,276,0,276,102,166,4,16,6,7,104,123,108,114,64,230,167,1
d2248,269,269,0,117,119,10,105,97,91,138,133,17,14,33,77,309,71
d2249,248,0,248,56,182,3,29,9,15,124,161,69,80,61,237,148,12
d2250,273,273,0,102,148,11,53,78,75,149,137,20,25,25,93,306,60
d2251,219,219,0,48,100,39,139,112,109,109,113,29,32,6,56,371,71
d2252,310,310,0,125,176,6,13,27,30,182,167,43,59,59,223,215,11
d2253,283,283,0,105,149,18,52,56,87,161,157,25,23,31,123,307,48
d2254,267,267,0,81,163,7,70,58,69,168,149,32,22,42,119,283,54
d2255,259,259,0,96,124,15,107,100,89,147,124,16,20,31,85,306,74
d2256,271,0,271,88,169,5,40,8,3,126,127,104,113,67,269,145,0
d2257,312,0,312,118,175,8,47,5,8,160,135,115,116,62,284,191,2
d2258,284,284,0,103,143,14,105,83,93,146,156,31,27,25,95,334,82
d2259,301,0,301,71,220,3,30,11,16,174,174,90,85,60,310,166,14
d2260,269,0,269,63,199,3,19,15,15,153,153,74,79,57,265,160,7
d2261,256,0,256,69,182,2,13,15,15,156,158,54,54,31,188,205,28
d2262,329,329,0,147,174,3,24,26,25,167,200,54,56,63,211,232,22
d2263,268,268,0,91,135,18,106,105,83,139,156,20,18,25,95,327,74
d2264,248,0,248,59,176,5,32,7,13,141,152,63,82,59,262,124,13
d2265,277,277,0,103,148,9,77,73,82,163,145,23,17,33,119,295,56
d2266,287,287,0,103,162,11,48,57,80,144,163,31,33,34,126,289,59
d2267,279,279,0,82,179,7,49,60,67,150,182,24,27,30,124,298,58
d2268,318,318,0,143,166,4,23,32,36,188,160,51,43,68,213,209,20
d2269,204,204,0,42,93,24,204,118,131,108,94,24,29,7,43,374,80
d2270,280,0,280,68,203,6,12,3,15,174,170,76,66,57,261,173,13
d2271,268,0,268,58,201,1,34,11,9,142,161,92,82,60,255,174,8
d2272,281,281,0,105,140,13,103,95,88,147,152,25,20,18,95,335,79
d2273,306,306,0,124,172,4,28,35,31,166,171,55,50,82,202,209,15
d2274,274,274,0,114,126,18,69,98,81,132,147,12,19,24,81,310,74
d2275,271,271,0,95,145,13,82,84,85,138,159,22,18,23,92,314,77
d2276,264,264,0,92,150,8,61,79,63,137,152,21,25,34,117,280,46
d2277,292,0,292,127,163,0,10,8,8,116,86,108,137,40,167,234,22
d2278,274,274,0,89,156,12,77,65,62,165,168,31,23,32,105,313,64
d2279,292,0,292,87,197,5,13,10,12,169,161,73,84,53,279,174,3
d2280,291,291,0,119,148,9,68,88,93,138,155,17,19,24,82,329,75
d2281,307,307,0,130,172,2,12,32,31,158,179,54,38,59,193,220,20
d2282,312,312,0,149,155,4,19,33,34,171,145,48,59,68,206,195,21
d2283,325,325,0,137,185,2,4,41,23,182,172,48,51,69,207,221,20
d2284,206,206,0,33,105,29,166,123,113,87,111,36,26,10,61,336,89
d2285,286,0,286,80,197,3,27,16,16,185,168,67,58,47,189,245,29
d2286,269,0,269,78,184,5,9,9,14,161,162,49,75,27,180,245,18
d2287,276,0,276,48,221,3,17,15,13,179,152,80,77,46,274,187,9
d2288,280,0,280,75,201,2,8,12,17,177,157,60,68,31,194,239,27
d2289,321,0,321,140,174,3,18,11,9,116,122,127,130,38,181,270,26
d2290,281,281,0,91,175,3,55,46,71,169,169,27,23,36,116,297,56
d2291,305,305,0,129,140,15,94,98,95,161,150,11,33,32,84,355,77
d2292,317,0,317,149,166,1,5,7,6,101,120,118,137,43,183,233,30
d2293,259,0,259,63,185,2,40,8,11,161,157,64,78,61,266,145,7
d2294,272,272,0,97,151,8,71,55,70,165,154,28,22,39,119,290,46
d2295,266,266,0,86,159,9,56,65,54,160,154,28,26,34,107,296,50
d2296,317,0,317,134,179,2,9,7,5,122,112,124,137,36,199,247,25
d2297,292,292,0,103,174,8,33,57,78,161,167,19,26,40,118,301,49
d2298,268,268,0,100,137,15,70,80,90,152,139,14,14,27,77,309,76
d2299,177,177,0,24,75,27,223,123,114,101,93,22,25,10,60,348,60
d2300,269,0,269,70,194,1,20,13,15,181,162,58,52,27,191,233,30
d2301,297,0,297,128,159,6,17,10,3,106,117,124,121,39,186,224,32
d2302,264,264,0,101,131,13,86,68,92,143,151,14,20,29,92,281,86
d2303,309,309,0,136,163,4,30,31,28,178,167,51,49,62,215,209,18
d2304,288,288,0,113,171,1,14,24,22,147,164,54,61,61,187,206,18
d2305,269,269,0,91,142,12,109,89,112,134,138,17,30,20,79,356,65
d2306,280,280,0,104,150,11,65,69,64,158,162,25,24,51,106,298,47
d2307,261,0,261,58,190,5,37,12,4,158,168,70,78,49,265,167,9
d2308,294,294,0,118,135,19,92,101,109,145,144,18,20,26,85,331,95
d2309,258,258,0,101,125,11,89,86,76,149,121,22,19,28,79,300,66
d2310,302,302,0,124,146,15,78,98,116,138,145,21,21,29,90,347,73
d2311,292,292,0,116,145,14,75,99,101,139,146,22,16,33,82,331,77
d2312,254,0,254,56,188,9,6,11,9,162,148,74,61,45,256,153,11
d2313,279,279,0,110,136,14,86,95,81,153,145,17,19,15,86,337,72
d2314,267,0,267,61,200,4,8,8,8,152,168,74,71,51,245,173,12
d2315,275,275,0,103,149,8,68,69,67,143,159,26,29,39,103,295,56
d2316,252,252,0,95,122,13,100,90,85,134,137,18,14,30,70,313,65
d2317,323,323,0,149,166,4,16,30,35,170,183,48,43,65,194,226,24
d2318,270,0,270,70,195,2,15,9,14,153,149,69,87,46,271,147,17
d2319,268,268,0,96,149,6,75,62,60,150,165,25,25,37,106,301,43
d2320,337,0,337,152,181,1,13,12,10,125,104,133,146,50,206,241,33
d2321,276,276,0,114,129,12,93,84,81,139,151,22,24,31,83,315,72
d2322,197,197,0,27,94,31,200,129,124,104,98,33,20,8,57,360,83
d2323,273,0,273,64,199,5,23,13,13,166,157,78,73,60,279,148,13
d2324,269,269,0,96,150,9,64,78,82,152,147,13,15,38,72,300,77
d2325,249,0,249,58,180,4,29,11,7,128,148,82,83,49,249,155,6
d2326,272,0,272,69,192,4,30,12,10,164,164,61,84,63,269,148,15
d2327,287,287,0,117,140,12,82,105,82,155,132,16,25,33,77,338,67
d2328,290,290,0,123,134,16,77,97,90,141,164,14,10,30,77,323,86
d2329,274,274,0,96,155,10,58,59,64,140,186,19,26,40,107,299,48
d2330,307,0,307,126,176,2,12,3,17,95,128,117,136,39,175,251,31
d2331,199,199,0,45,83,24,204,120,109,97,107,30,24,7,66,340,74
d2332,265,0,265,68,187,4,28,8,13,150,159,73,79,59,241,176,6
d2333,198,198,0,30,92,37,173,123,115,112,88,35,25,9,51,361,77
d2334,321,321,0,141,173,3,18,24,32,173,169,52,64,76,191,228,19
d2335,272,272,0,102,157,4,40,67,53,160,144,27,17,32,112,271,53
d2336,290,290,0,100,170,14,26,59,66,167,165,30,21,42,124,291,51
d2337,271,0,271,66,195,3,32,10,14,141,159,82,91,43,294,152,8
d2338,312,312,0,130,172,5,22,47,31,164,166,53,50,69,211,214,17
d2339,297,0,297,96,196,4,5,12,16,176,166,69,66,40,198,247,20
d2340,248,248,0,80,138,15,67,62,61,138,156,25,26,24,105,288,51
d2341,304,0,304,126,175,1,9,12,10,104,108,133,121,29,196,239,24
d2342,293,293,0,129,154,4,31,24,24,176,174,31,51,83,196,187,14
d2343,307,0,307,105,197,1,20,7,10,114,108,131,152,42,186,266,28
d2344,293,0,293,70,218,3,8,13,12,169,183,72,74,48,210,229,36
d2345,338,0,338,172,162,2,10,12,8,113,107,143,129,51,195,241,25
d2346,269,269,0,114,123,12,86,78,79,146,144,21,14,32,77,300,73
d2347,304,0,304,130,169,2,12,6,7,101,111,122,139,41,185,233,27
d2348,290,290,0,107,152,14,79,97,101,161,128,23,22,33,90,322,87
d2349,292,292,0,100,179,5,36,74,49,153,183,23,27,25,126,301,57
d2350,274,0,274,75,192,2,25,12,11,169,168,65,65,49,261,168,12
d2351,324,0,324,145,176,2,4,9,5,110,103,144,136,41,196,243,27
d2352,265,265,0,85,159,8,56,60,71,145,152,24,31,27,113,302,41
d2353,300,300,0,133,162,1,17,27,29,172,168,42,39,63,195,206,13
d2354,282,282,0,103,154,14,50,69,53,182,153,29,17,35,122,299,47
d2355,291,0,291,120,158,4,37,10,4,122,138,117,94,71,261,152,1
d2356,288,0,288,80,201,2,22,14,14,187,155,66,74,35,193,257,25
d2357,285,285,0,97,158,14,71,55,75,181,156,34,25,29,115,322,60
d2358,302,302,0,111,170,9,54,68,73,170,164,29,28,37,121,319,55
d2359,217,217,0,44,103,32,170,109,128,112,105,30,32,5,57,376,78
d2360,289,0,289,72,209,2,26,10,15,164,169,84,80,69,266,178,9
d2361,291,291,0,97,171,5,79,75,88,161,166,23,20,36,105,333,59
d2362,329,0,329,148,177,1,14,10,10,115,123,126,135,44,195,240,40
d2363,286,286,0,94,170,9,62,79,75,155,165,25,24,29,129,311,54
d2364,258,258,0,105,119,11,105,93,84,116,144,24,20,25,67,329,60
d2365,281,0,281,68,200,5,35,9,14,180,154,84,77,66,282,161,9
d2366,299,299,0,110,167,9,58,74,83,163,151,34,24,32,115,329,53
d2367,313,313,0,142,163,2,25,30,25,185,156,51,52,63,209,212,15
d2368,286,0,286,70,205,5,27,8,12,187,147,87,81,57,284,171,10
d2369,284,0,284,67,209,2,24,14,16,156,168,82,79,67,276,160,12
d2370,269,0,269,83,177,2,30,8,6,159,153,68,79,57,247,157,12
d2371,295,0,295,103,188,2,9,10,9,196,149,61,69,40,192,237,25
d2372,267,267,0,85,153,11,79,78,54,162,164,26,19,40,119,305,39
d2373,288,0,288,115,163,7,12,5,4,133,135,92,105,62,262,147,3
d2374,265,265,0,88,151,12,67,66,82,135,165,18,27,31,124,290,48
d2375,273,0,273,71,191,3,36,11,9,168,164,72,74,62,270,151,15
d2376,272,0,272,56,197,9,47,11,13,185,158,75,82,46,275,188,15
d2377,284,284,0,86,176,11,48,72,62,170,166,28,21,43,120,311,45
d2378,203,203,0,30,102,31,176,117,123,100,113,28,22,11,61,361,70
d2379,312,312,0,145,160,3,18,19,29,173,163,55,53,62,220,197,13
d2380,286,0,286,81,200,3,8,16,14,177,170,62,59,34,210,227,27
d2381,261,261,0,102,116,15,122,77,97,141,140,28,18,34,86,298,83
d2382,287,287,0,98,160,15,63,51,89,151,179,28,28,37,107,335,47
d2383,306,306,0,126,176,1,14,41,29,161,162,60,42,70,189,216,20
d2384,292,0,292,81,205,3,13,16,8,162,173,80,74,55,274,170,14
d2385,292,292,0,113,165,5,40,74,60,157,176,13,18,39,116,296,47
d2386,260,0,260,55,194,0,50,9,10,154,166,79,75,68,265,152,8
d2387,283,283,0,108,154,8,56,64,73,154,154,24,27,42,118,282,54
d2388,287,0,287,68,216,1,8,9,14,173,183,59,73,43,181,266,21
d2389,257,257,0,101,112,23,92,77,111,118,152,14,14,28,71,316,71
d2390,268,0,268,68,190,2,38,13,9,152,177,69,72,46,290,150,6
d2391,280,280,0,113,131,18,82,97,89,136,157,13,19,34,86,321,70
d2392,284,0,284,90,182,5,32,7,13,132,144,113,92,55,292,151,3
d2393,259,0,259,77,172,3,32,2,12,162,136,75,75,54,257,142,9
d2394,324,0,324,118,199,3,16,3,4,119,144,133,138,47,199,267,28
d2395,297,0,297,69,217,6,24,12,14,172,174,74,99,56,316,156,17
d2396,292,0,292,114,164,6,35,3,8,139,134,101,110,55,270,169,1
d2397,293,293,0,127,139,9,84,97,91,147,133,23,25,36,81,327,72
d2398,268,0,268,72,186,5,23,8,9,168,166,75,56,47,273,152,10
d2399,291,0,291,108,169,9,23,4,8,133,133,116,102,55,282,157,2
d2400,267,267,0,100,143,11,61,68,72,147,147,30,16,34,94,289,63
d2401,300,0,300,77,217,3,16,19,12,172,190,70,73,45,216,258,17
d2402,292,0,292,80,201,4,31,13,17,164,170,79,82,63,276,170,16
d2403,264,264,0,87,155,7,63,51,49,154,183,25,19,32,129,273,47
d2404,290,290,0,122,162,0,27,30,22,158,154,48,61,69,199,183,22
d2405,193,193,0,32,91,22,209,116,104,100,120,20,29,12,50,355,72
d2406,270,0,270,66,191,1,57,8,13,162,172,81,72,54,275,168,11
d2407,271,0,271,74,191,1,22,7,8,170,156,76,64,65,270,136,10
d2408,332,0,332,143,187,1,5,9,12,142,107,130,125,41,192,255,37
d2409,314,0,314,99,208,3,17,8,23,191,175,76,68,39,218,252,32
d2410,277,0,277,60,207,2,33,9,18,157,170,76,83,57,292,148,16
d2411,201,201,0,37,90,31,192,120,122,120,91,24,25,6,56,370,70
d2412,201,201,0,48,83,27,195,124,110,102,104,17,33,4,50,361,75
d2413,293,0,293,81,206,3,17,16,13,188,156,72,74,61,282,166,10
d2414,280,280,0,102,154,11,54,71,62,160,158,24,22,35,114,303,45
d2415,258,0,258,63,180,7,36,13,8,160,146,83,70,49,251,173,7
d2416,286,286,0,85,174,14,59,68,83,180,166,16,21,23,114,338,59
d2417,288,288,0,119,152,8,43,69,62,165,146,25,23,41,115,293,41
d2418,270,0,270,69,194,2,24,19,4,169,159,65,71,52,276,150,9
d2419,277,277,0,97,155,8,80,93,80,163,135,15,25,20,78,327,86
d2420,283,283,0,113,128,26,71,97,69,150,165,19,18,35,90,304,89
d2421,308,0,308,105,198,3,10,12,9,124,114,121,140,31,209,248,32
d2422,260,0,260,64,187,4,23,11,18,156,155,63,70,69,254,145,5
d2423,270,270,0,95,138,15,98,99,78,143,159,14,21,34,83,317,80
d2424,272,0,272,59,200,3,46,13,4,177,162,81,77,62,291,154,7
d2425,300,300,0,105,165,12,81,70,68,157,189,34,34,30,141,333,48
d2426,298,298,0,133,160,3,8,29,28,155,162,56,40,56,200,196,18
d2427,304,304,0,133,166,3,8,20,30,172,154,34,72,67,199,198,18
d2428,319,0,319,121,194,0,17,12,5,113,120,144,132,50,178,262,36
d2429,303,0,303,133,166,2,9,9,4,119,112,129,107,38,186,230,26
d2430,314,314,0,151,158,1,16,35,28,176,145,56,46,59,214,199,14
d2431,293,0,293,103,179,3,41,9,7,140,132,126,97,64,285,158,4
d2432,264,264,0,108,132,7,75,81,84,128,139,17,19,26,80,279,83
d2433,312,312,0,111,180,5,73,63,79,170,187,33,27,38,133,318,70
d2434,282,282,0,100,146,16,85,93,92,146,148,23,23,37,88,322,78
d2435,256,256,0,100,124,14,82,81,76,149,132,20,14,19,90,286,77
d2436,262,262,0,81,164,9,36,65,67,151,144,18,27,35,85,301,51
d2437,276,276,0,93,161,8,63,64,62,148,177,28,23,33,111,303,55
d2438,269,0,269,67,198,0,18,9,12,179,150,62,69,51,275,149,6
d2439,295,0,295,106,172,9,36,9,5,136,150,111,102,55,289,168,1
d2440,282,282,0,110,139,18,65,80,98,148,148,17,16,26,69,343,69
d2441,256,0,256,54,189,7,28,11,14,155,155,71,75,39,263,160,19
d2442,282,282,0,119,131,20,59,66,86,148,164,19,17,21,95,302,82
d2443,312,312,0,108,186,5,60,75,59,175,187,28,31,39,129,333,54
d2444,287,287,0,115,156,4,57,61,66,158,168,23,20,37,133,292,34
